AAo,R,100
AKs,R,100
AQs,R,100
AJs,R,100
ATs,R,100
A9s,R,100
A8s,F,37
A7s,F,12
A6s,F,6
A5s,R,100
A4s,F,93
A3s,F,9
A2s,F,27
AKo,R,100
KKo,R,100
KQs,R,100
KJs,R,100
KTs,C,94
AQo,R,100
KQo,R,100
QQo,R,100
QJs,R,100
QTs,R,100
Q9s,F,6
AJo,R,100
QJo,F,7
JJo,R,100
JTs,R,100
J9s,F,21
TTo,R,100
T9s,F,83
99o,R,100
88o,R,100
77o,R,100
66o,C,95
55o,F,59
