AAo,R,100
AKs,R,100
AQs,R,100
AJs,R,100
ATs,R,100
A9s,F,4
A5s,R,100
A4s,F,95
A3s,F,10
A2s,F,33
AKo,R,100
KKo,R,100
KQs,R,100
KJs,F,91
AQo,C,93
QQo,R,100
QJs,F,85
JJo,R,100
JTs,F,3
TTo,R,100
99o,C,8
88o,C,33
77o,C,0
