AAo,R,100
AKs,R,100
AQs,C,6
AJs,C,29
ATs,F,48
AKo,C,93
KKo,R,100
KQs,F,26
QQo,C,85
JJo,C,0
TTo,C,0
99o,C,0
88o,C,0
