AAo,R,100
AKs,R,100
AQs,C,0
AJs,C,12
ATs,C,20
AKo,R,100
KKo,R,100
KQs,C,31
AQo,F,9
QQo,R,100
JJo,C,32
TTo,C,3
99o,C,0
88o,C,0
77o,C,0
