AAo,R,100
AKs,R,100
AQs,C,6
AJs,C,20
ATs,C,27
A9s,F,20
A5s,F,37
A4s,F,61
A3s,F,28
A2s,F,45
AKo,R,100
KKo,R,100
KQs,C,74
KJs,F,5
AQo,F,28
QQo,R,100
JJo,R,100
JTs,C,0
TTo,C,91
99o,C,8
88o,C,0
77o,C,0
66o,C,0
